ESTADO,CIDADE,NUM_IDOSO
SP,UNIÃO PAULISTA,131
MT,PORTO ESTRELA,131
RS,NICOLAU VERGUEIRO,131
MG,SÃO SEBASTIÃO DO RIO VERDE,131
PI,PAES LANDIM,131
PB,LOGRADOURO,131
RN,SANTANA DO SERIDÓ,131
MT,NOVA GUARITA,131
RS,TRÊS FORQUILHAS,131
RS,VANINI,131
RS,PONTÃO,131
SC,ZORTÉA,130
SC,NOVA ITABERABA,130
AL,MINADOR DO NEGRÃO,130
PA,SAPUCAIA,130
SP,MESÓPOLIS,130
TO,RIO DOS BOIS,130
RN,TABOLEIRO GRANDE,130
AL,OLHO D'ÁGUA DO CASADO,130
PB,PASSAGEM,130
PI,CAXINGÓ,130
PB,DAMIÃO,130
RS,SÃO JOSÉ DO HERVAL,130
AL,SENADOR RUI PALMEIRA,130
PI,CAPITÃO GERVÁSIO OLIVEIRA,130
AL,MONTEIRÓPOLIS,130
PI,SÃO JOÃO DA VARJOTA,130
PB,RIACHÃO,130
RS,CHUVISCA,130
MG,PINGO D'ÁGUA,130
PR,RANCHO ALEGRE D'OESTE,130
MG,NOVA BELÉM,130
MG,DORESÓPOLIS,130
RS,ROLADOR,129
RS,COLINAS,129
PI,ALEGRETE DO PIAUÍ,129
PB,SERRA GRANDE,129
RS,SANTA TEREZA,129
AL,JUNDIÁ,129
MG,PONTO CHIQUE,129
PR,PORTO VITÓRIA,129
MG,PEDRO TEIXEIRA,129
MT,GAÚCHA DO NORTE,129
RN,SÃO BENTO DO TRAIRÍ,129
GO,JESÚPOLIS,129
PR,SALGADO FILHO,129
RS,MARATÁ,129
RS,SÃO PEDRO DO BUTIÁ,129
MG,SÃO GERALDO DA PIEDADE,129
RN,LAGOA D'ANTA,129
BA,CATOLÂNDIA,128
MG,PAI PEDRO,128
PR,HONÓRIO SERPA,128
PB,LASTRO,128
RS,ESTRELA VELHA,128
RN,MAJOR SALES,128
RS,FORQUETINHA,128
RS,BARRA DO GUARITA,128
SE,SÃO FRANCISCO,128
RN,JARDIM DE ANGICOS,128
RN,PORTO DO MANGUE,128
SC,ATALANTA,128
AP,CUTIAS,128
PR,FAROL,128
SP,TAQUARAL,128
MG,CONSOLAÇÃO,128
RS,PEDRAS ALTAS,128
PI,SÃO LOURENÇO DO PIAUÍ,128
PR,BOA ESPERANÇA DO IGUAÇU,128
TO,SÃO SALVADOR DO TOCANTINS,128
PI,FARTURA DO PIAUÍ,128
SC,ALTO BELA VISTA,128
TO,SÃO SEBASTIÃO DO TOCANTINS,128
PI,DOMINGOS MOURÃO,127
PI,SANTA CRUZ DOS MILAGRES,127
PI,PAVUSSU,127
GO,PORTEIRÃO,127
MT,NOVA SANTA HELENA,127
RS,SÃO JOSÉ DO HORTÊNCIO,127
SP,MARINÓPOLIS,127
MG,SANTO ANTÔNIO DO RETIRO,127
RN,FRANCISCO DANTAS,127
RS,GRAMADO XAVIER,127
MG,SERRANÓPOLIS DE MINAS,127
AL,CARNEIROS,126
SP,GUARANI D'OESTE,126
MT,SANTO ANTÔNIO DO LESTE,126
SC,PLANALTO ALEGRE,126
TO,SÃO BENTO DO TOCANTINS,126
PI,SÃO MIGUEL DA BAIXA GRANDE,126
RS,TUPANDI,126
SE,PEDRA MOLE,126
SP,CANITAR,126
PI,LAGOA DE SÃO FRANCISCO,126
MG,SÃO JOSÉ DO MANTIMENTO,126
SC,ROMELÂNDIA,126
PB,QUIXABA,126
PI,JACOBINA DO PIAUÍ,126
TO,SANTA RITA DO TOCANTINS,126
MA,CENTRO DO GUILHERME,126
MA,NOVA COLINAS,126
PB,SÃO JOSÉ DE PRINCESA,126
RS,ÁGUA SANTA,126
PI,SÃO GONÇALO DO GURGUÉIA,126
BA,LAJEDINHO,126
RS,TRÊS ARROIOS,126
RS,LINDOLFO COLLOR,126
TO,AGUIARNÓPOLIS,126
MG,INGAÍ,125
PR,ESPERANÇA NOVA,125
MG,MARMELÓPOLIS,125
PI,TANQUE DO PIAUÍ,125
SC,WITMARSUM,125
MG,GOIABEIRA,125
AC,MARECHAL THAUMATURGO,125
PB,RIACHÃO DO POÇO,125
RS,SÃO JORGE,125
SC,PRESIDENTE NEREU,125
SC,CALMON,125
PB,VISTA SERRANA,125
PI,RIBEIRA DO PIAUÍ,125
TO,MAURILÂNDIA DO TOCANTINS,125
MG,CARMÉSIA,125
RS,MORRINHOS DO SUL,124
RS,LAGOA BONITA DO SUL,124
PB,PARARI,124
SP,PEDRANÓPOLIS,124
RS,PINTO BANDEIRA,124
MA,SÃO RAIMUNDO DO DOCA BEZERRA,124
RS,SEDE NOVA,124
GO,SANTA RITA DO NOVO DESTINO,124
SC,ABDON BATISTA,124
MA,FERNANDO FALCÃO,124
RS,SÃO PEDRO DA SERRA,124
SC,RIO FORTUNA,124
PI,JOÃO COSTA,124
MA,SÃO JOSÉ DOS BASÍLIOS,124
PI,CURRAIS,124
PB,SANTANA DE MANGUEIRA,124
TO,MURICILÂNDIA,124
TO,LIZARDA,124
RN,PEDRA PRETA,124
RS,NOVA PÁDUA,123
SC,URUPEMA,123
MG,SÃO SEBASTIÃO DA VARGEM ALEGRE,123
TO,TUPIRATINS,123
PR,CAMPINA DO SIMÃO,123
SC,BELMONTE,123
RS,PINHAL,123
RN,VIÇOSA,123
TO,MONTE SANTO DO TOCANTINS,123
SP,SANTA SALETE,123
SP,TRABIJU,123
RS,CERRO GRANDE,123
MA,MATÕES DO NORTE,123
MT,IPIRANGA DO NORTE,123
AM,ITAMARATI,122
PR,LARANJAL,122
MG,SERITINGA,122
MG,NATALÂNDIA,122
MA,ITAIPAVA DO GRAJAÚ,122
MG,CATUTI,122
RN,BODÓ,122
SC,SÃO BONIFÁCIO,122
MA,AMAPÁ DO MARANHÃO,122
MG,GAMELEIRAS,122
SC,LACERDÓPOLIS,122
RS,SALVADOR DAS MISSÕES,122
SC,CELSO RAMOS,122
SC,LEOBERTO LEAL,122
MG,CEDRO DO ABAETÉ,122
PR,PARANAPOEMA,121
PI,SÃO JOSÉ DO DIVINO,121
SC,UNIÃO DO OESTE,121
AL,ROTEIRO,121
PI,PAQUETÁ,121
RS,DOUTOR RICARDO,121
TO,SAMPAIO,121
PI,CAMPO GRANDE DO PIAUÍ,121
SC,BOTUVERÁ,121
MG,JOSÉ GONÇALVES DE MINAS,121
RS,ANDRÉ DA ROCHA,121
PE,QUIXABA,120
GO,ANHANGÜERA,120
PB,SANTA CECÍLIA,120
SC,PAIAL,120
GO,LAGOA SANTA,120
RN,CAIÇARA DO RIO DO VENTO,120
MA,FEIRA NOVA DO MARANHÃO,120
SC,DONA EMMA,120
PI,JUREMA,120
MA,JUNCO DO MARANHÃO,120
PI,SEBASTIÃO LEAL,120
RS,BARÃO DO TRIUNFO,120
RN,SENADOR GEORGINO AVELINO,120
RS,ÁUREA,120
MT,SANTO AFONSO,120
RS,BOA VISTA DAS MISSÕES,120
SC,PASSOS MAIA,120
RN,MONTE DAS GAMELEIRAS,120
PI,FRANCINÓPOLIS,120
RS,ALMIRANTE TAMANDARÉ DO SUL,119
AL,PALESTINA,119
TO,ANGICO,119
RS,TURUÇU,119
RS,BOA VISTA DO INCRA,119
PI,OLHO D'ÁGUA DO PIAUÍ,119
SC,VARGEÃO,119
PB,AMPARO,119
MG,JOSENÓPOLIS,119
AL,MAR VERMELHO,119
PI,CARAÚBAS DO PIAUÍ,119
RS,COXILHA,119
TO,NOVO ALEGRE,119
MT,ARAGUAINHA,119
RS,POÇO DAS ANTAS,118
TO,RIACHINHO,118
MT,SALTO DO CÉU,118
RS,COQUEIROS DO SUL,118
RS,SÃO JOSÉ DO SUL,118
RS,NOVA ROMA DO SUL,118
RS,CHARRUA,118
PB,SALGADINHO,118
MA,BREJO DE AREIA,118
MT,CAMPOS DE JÚLIO,118
RO,CASTANHEIRAS,118
SP,RUBIÁCEA,118
PI,BREJO DO PIAUÍ,118
MT,NOVO HORIZONTE DO NORTE,118
SE,AMPARO DE SÃO FRANCISCO,118
PB,SÃO JOSÉ DO BREJO DO CRUZ,118
MA,SÃO ROBERTO,118
RS,CAPITÃO,117
TO,PORTO ALEGRE DO TOCANTINS,117
PI,ACAUÃ,117
PI,SÃO BRAZ DO PIAUÍ,117
SC,MORRO GRANDE,117
SP,BALBINOS,117
SP,DIRCE REIS,117
RS,SANTO ANTÔNIO DO PALMA,117
SC,OURO VERDE,117
GO,BURITINÓPOLIS,117
AL,BELO MONTE,117
PI,SÃO FRANCISCO DE ASSIS DO PIAUÍ,117
TO,PUGMIL,117
SC,AURORA,117
PI,PAJEÚ DO PIAUÍ,117
SC,PRINCESA,117
MT,NOVO SANTO ANTÔNIO,117
TO,NOVO JARDIM,117
MA,AFONSO CUNHA,116
SC,ARVOREDO,116
TO,TUPIRAMA,116
RO,PARECIS,116
SC,BOM JESUS DO OESTE,116
PB,POÇO DANTAS,116
PB,BERNARDINO BATISTA,116
SP,JERIQUARA,116
RS,DOIS IRMÃOS DAS MISSÕES,116
RS,BARRA DO RIO AZUL,116
PB,JOCA CLAUDINO,115
RO,PIMENTEIRAS DO OESTE,115
RS,BENJAMIN CONSTANT DO SUL,115
PI,CANAVIEIRA,115
PI,VÁRZEA BRANCA,115
TO,RECURSOLÂNDIA,115
RS,NOVA RAMADA,115
RS,MULITERNO,115
PR,SÃO MANOEL DO PARANÁ,115
PI,LAGOA DO BARRO DO PIAUÍ,115
MT,SANTA RITA DO TRIVELATO,114
TO,TAIPAS DO TOCANTINS,114
SC,SERRA ALTA,114
RS,POUSO NOVO,114
PI,FRANCISCO MACEDO,114
SE,TELHA,114
SC,SANTA HELENA,114
PI,CAMPO ALEGRE DO FIDALGO,114
RS,PORTO VERA CRUZ,114
PB,ZABELÊ,113
MG,FREI LAGONEGRO,113
SC,BANDEIRANTE,113
RN,GALINHOS,113
TO,LUZINÓPOLIS,113
PI,SÃO LUIS DO PIAUÍ,113
SC,FLOR DO SERTÃO,113
TO,PIRAQUÊ,112
RS,SÃO JOSÉ DAS MISSÕES,112
RS,ITAPUCA,112
PR,NOVA ALIANÇA DO IVAÍ,112
PI,PEDRO LAURENTINO,112
PI,BELÉM DO PIAUÍ,112
SC,ÁGUAS FRIAS,112
SC,SANTA TEREZINHA DO PROGRESSO,112
TO,SUCUPIRA,112
RS,CRISTAL DO SUL,112
TO,ITAPORÃ DO TOCANTINS,112
RN,VENHA-VER,112
PI,SEBASTIÃO BARROS,112
PI,GEMINIANO,112
AL,JARAMATAIA,112
RS,PAULO BENTO,112
TO,OLIVEIRA DE FÁTIMA,111
MG,SANTANA DO GARAMBÉU,111
RN,JOÃO DIAS,111
RS,SANTO EXPEDITO DO SUL,111
SC,SÃO BERNARDINO,111
RS,CANUDOS DO VALE,111
RS,TUPANCI DO SUL,111
SC,BARRA BONITA,111
SC,MACIEIRA,111
RS,ALTO FELIZ,111
PI,AROEIRAS DO ITAIM,110
SC,FORMOSA DO SUL,110
RS,ALTO ALEGRE,110
PI,SÃO MIGUEL DO FIDALGO,110
TO,IPUEIRAS,110
RS,SETE DE SETEMBRO,110
TO,CHAPADA DE AREIA,110
RS,SAGRADA FAMÍLIA,110
RN,VILA FLOR,109
PI,BONFIM DO PIAUÍ,109
RS,BOA VISTA DO SUL,109
RS,NOVA BOA VISTA,109
PI,ASSUNÇÃO DO PIAUÍ,109
SC,IRATI,109
AL,OLHO D'ÁGUA GRANDE,109
PI,VERA MENDES,109
RS,CORONEL PILAR,109
RS,GRAMADO DOS LOUREIROS,108
PI,FLORESTA DO PIAUÍ,108
PI,SANTANA DO PIAUÍ,108
RS,PRESIDENTE LUCENA,108
PI,COCAL DOS ALVES,108
MT,NOVA MARINGÁ,108
MA,SANTA FILOMENA DO MARANHÃO,108
RS,QUATRO IRMÃOS,107
SC,SUL BRASIL,107
RS,CENTENÁRIO,107
PI,BETÂNIA DO PIAUÍ,107
PB,ALGODÃO DE JANDAÍRA,107
TO,BANDEIRANTES DO TOCANTINS,107
TO,CARRASCO BONITO,107
SC,BRAÇO DO TROMBUDO,107
TO,CRIXÁS DO TOCANTINS,107
RS,MATO QUEIMADO,107
AC,JORDÃO,107
RS,SANTA CECÍLIA DO SUL,106
PA,BANNACH,106
RS,HERVEIRAS,106
TO,CENTENÁRIO,106
RS,NOVO TIRADENTES,106
SC,PINHEIRO PRETO,106
SC,ERMO,106
PI,JOCA MARQUES,106
MG,SERRA DA SAUDADE,106
MT,UNIÃO DO SUL,106
RS,SÉRIO,106
PR,PINHAL DE SÃO BENTO,106
PB,SANTA INÊS,105
MA,BELÁGUA,105
RS,LAGOA DOS TRÊS CANTOS,105
AC,PORTO WALTER,105
RS,IPIRANGA DO SUL,105
MT,RESERVA DO CABAÇAL,105
RS,SÃO VENDELINO,104
TO,CARMOLÂNDIA,104
RS,LAJEADO DO BUGRE,104
TO,BRASILÂNDIA DO TOCANTINS,104
PI,QUEIMADA NOVA,104
RS,CRUZALTENSE,104
PB,RIACHO DE SANTO ANTÔNIO,104
MT,RONDOLÂNDIA,104
PI,CARIDADE DO PIAUÍ,104
PB,MATO GROSSO,104
PI,MORRO CABEÇA NO TEMPO,103
MA,MARAJÁ DO SENA,103
PI,SANTO ANTÔNIO DOS MILAGRES,103
RS,FLORIANO PEIXOTO,103
MT,VALE DE SÃO DOMINGOS,103
SC,CUNHATAÍ,102
AL,PINDOBA,102
RS,FAGUNDES VARELA,101
RS,PONTE PRETA,101
PI,MURICI DOS PORTELAS,101
SC,NOVO HORIZONTE,101
RS,GENTIL,101
RS,VILA LÂNGARO,100
SC,IBIAM,100
SP,VITÓRIA BRASIL,100
SC,JUPIÁ,100
RS,GUABIJU,100
RS,MONTAURI,99
SC,CHAPADÃO DO LAGEADO,99
PI,VILA NOVA DO PIAUÍ,99
SP,SÃO JOÃO DE IRACEMA,99
RS,UNIÃO DA SERRA,99
PR,JARDIM OLINDA,99
SP,PRACINHA,98
PB,CURRAL VELHO,98
PI,MIGUEL LEÃO,98
RS,COQUEIRO BAIXO,97
TO,JUARINA,97
MT,INDIAVAÍ,97
SC,TIGRINHOS,97
PB,TENÓRIO,96
TO,RIO DA CONCEIÇÃO,96
TO,LAVANDEIRA,96
RS,TRAVESSEIRO,95
TO,SÃO FÉLIX DO TOCANTINS,95
MT,SERRA NOVA DOURADA,95
RN,ÁGUA NOVA,95
SC,SANTA ROSA DE LIMA,95
SC,CORONEL MARTINS,95
RS,ARROIO DO PADRE,94
PI,WALL FERRAZ,94
PI,TAMBORIL DO PIAUÍ,94
SC,MAREMA,93
PI,PORTO ALEGRE DO PIAUÍ,93
PB,AREIA DE BARAÚNAS,92
SC,LAJEADO GRANDE,92
SC,PRESIDENTE CASTELLO BRANCO,92
RS,VISTA ALEGRE DO PRATA,92
TO,CACHOEIRINHA,91
RS,UBIRETAMA,91
SC,JARDINÓPOLIS,91
PI,CURRAL NOVO DO PIAUÍ,90
MG,VARGEM GRANDE DO RIO PARDO,90
RS,LINHA NOVA,89
RS,SÃO PEDRO DAS MISSÕES,89
TO,SANTA TEREZINHA DO TOCANTINS,88
RS,NOVO XINGU,88
PI,BELA VISTA DO PIAUÍ,88
SP,NOVA CASTILHO,88
SP,BORÁ,86
SC,SANTIAGO DO SUL,85
AC,SANTA ROSA DO PURUS,85
RS,ENGENHO VELHO,85
RS,SÃO JOSÉ DO INHACORÁ,83
RR,UIRAMUTÃ,83
RS,WESTFALIA,82
TO,MATEIROS,82
PB,CARRAPATEIRA,82
RS,PROTÁSIO ALVES,81
RS,CARLOS GOMES,80
SC,SÃO MIGUEL DA BOA VISTA,78
RS,NOVA CANDELÁRIA,78
PI,GUARIBAS,74
MT,SANTA CRUZ DO XINGU,73
