ESTADO,CIDADE,NUM_IDOSO
MG,BARÃO DE MONTE ALTO,221
MA,VARGEM GRANDE,221
MG,POCRANE,221
CE,MARCO,221
PR,JAPURÁ,221
PE,TUPARETAMA,221
PR,DOURADINA,221
MG,ACAIACA,221
MA,POÇÃO DE PEDRAS,221
PR,TRÊS BARRAS DO PARANÁ,221
SP,QUINTANA,221
PR,SANTA CRUZ DE MONTE CASTELO,221
GO,ITAJÁ,221
BA,ENCRUZILHADA,221
MG,DELFINÓPOLIS,221
MG,SÃO VICENTE DE MINAS,221
PR,MARILENA,221
PE,IGUARACY,221
SP,LAGOINHA,221
MG,ITABIRINHA,221
MG,PRUDENTE DE MORAIS,221
MG,LARANJAL,221
SC,SÃO JOSÉ DO CERRITO,221
GO,ALTO PARAÍSO DE GOIÁS,221
PR,FLORESTÓPOLIS,221
MG,BOCAINA DE MINAS,221
TO,XAMBIOÁ,221
MA,COELHO NETO,221
PR,CAMBIRA,220
MG,CONCEIÇÃO DO PARÁ,220
PA,SANTA MARIA DAS BARREIRAS,220
MA,SANTA LUZIA DO PARUÁ,220
PA,PRIMAVERA,220
BA,SERRA PRETA,220
AM,URUCARÁ,220
MG,MACHACALIS,220
RN,SÃO TOMÉ,220
MG,CLARO DOS POÇÕES,220
MG,GUARARÁ,220
GO,SANTA TEREZINHA DE GOIÁS,220
MA,PRIMEIRA CRUZ,220
BA,JACARACI,220
PI,JAICÓS,220
BA,RAFAEL JAMBEIRO,220
MG,SANTA CRUZ DE MINAS,220
BA,IBIASSUCÊ,220
SP,IACRI,220
MG,CONCEIÇÃO DOS OUROS,220
BA,IBIPEBA,220
PR,FIGUEIRA,219
PB,BREJO DO CRUZ,219
MG,ARAPORÃ,219
AL,SATUBA,219
BA,JIQUIRIÇÁ,219
PI,BENEDITINOS,219
AL,PIRANHAS,219
AL,PARIPUEIRA,219
BA,BOA VISTA DO TUPIM,219
PE,JUREMA,219
MG,CAPUTIRA,219
CE,BARREIRA,219
PR,CÂNDIDO DE ABREU,219
BA,PONTO NOVO,219
PR,FRANCISCO ALVES,219
PR,QUERÊNCIA DO NORTE,219
BA,QUIJINGUE,219
SP,RAFARD,219
TO,NATIVIDADE,219
SC,MONTE CARLO,219
MT,BRASNORTE,219
MG,PERDIGÃO,219
BA,SÍTIO DO MATO,219
BA,ABARÉ,219
MG,CARVALHOS,219
SC,JACINTO MACHADO,219
PR,ALTO PIQUIRI,218
ES,PRESIDENTE KENNEDY,218
AC,PORTO ACRE,218
GO,TRÊS RANCHOS,218
PA,LIMOEIRO DO AJURU,218
ES,BOA ESPERANÇA,218
MG,ALPERCATA,218
GO,TURVÂNIA,218
SP,ITOBI,218
BA,MAIQUINIQUE,218
MA,BACURI,218
PE,BETÂNIA,218
BA,CORIBE,218
CE,AIUABA,218
AL,BATALHA,218
PI,CASTELO DO PIAUÍ,218
BA,MILAGRES,218
AM,ITAPIRANGA,217
PR,JANIÓPOLIS,217
SC,RIO DOS CEDROS,217
MG,CAREAÇU,217
BA,TEODORO SAMPAIO,217
SP,NOVA ALIANÇA,217
PR,IVAÍ,217
PI,PIO IX,217
SE,ROSÁRIO DO CATETE,217
SC,RIO DAS ANTAS,217
MG,SALTO DA DIVISA,217
MG,CENTRAL DE MINAS,217
CE,BANABUIÚ,217
BA,IRAMAIA,217
PE,OROCÓ,217
MG,TABULEIRO,217
SE,CRISTINÁPOLIS,217
GO,TEREZÓPOLIS DE GOIÁS,217
RS,CRISTAL,216
MA,GONÇALVES DIAS,216
MA,ALTO ALEGRE DO PINDARÉ,216
CE,CAPISTRANO,216
PE,DORMENTES,216
MA,BURITIRANA,216
MS,CARACOL,216
PA,TERRA SANTA,216
CE,OCARA,216
PA,CACHOEIRA DO PIRIÁ,216
PE,BELÉM DE MARIA,216
MG,PAVÃO,216
RS,PORTO XAVIER,216
PB,PILAR,216
CE,UMARI,216
GO,CARMO DO RIO VERDE,216
MS,RIO NEGRO,215
CE,ITAIÇABA,215
PR,CALIFÓRNIA,215
GO,CEZARINA,215
MA,BOM JESUS DAS SELVAS,215
MG,NOVA UNIÃO,215
AM,FONTE BOA,215
MA,BURITICUPU,215
GO,JOVIÂNIA,215
RN,PEDRO AVELINO,215
BA,PINDAÍ,215
MA,SÃO LUÍS GONZAGA DO MARANHÃO,215
MA,ANAJATUBA,215
PI,COCAL,215
BA,LAMARÃO,215
MT,VILA BELA DA SANTÍSSIMA TRINDADE,215
MG,NATÉRCIA,215
ES,PONTO BELO,215
RR,ALTO ALEGRE,215
PR,ADRIANÓPOLIS,215
PA,OEIRAS DO PARÁ,215
BA,MASCOTE,215
BA,PÉ DE SERRA,215
SC,MONDAÍ,215
MG,SANTANA DO JACARÉ,215
PB,ALAGOINHA,215
MG,CONGONHAL,215
PI,PAULISTANA,214
BA,VÁRZEA DA ROÇA,214
SP,ORINDIÚVA,214
BA,TAPEROÁ,214
AL,CAMPO ALEGRE,214
MG,CONFINS,214
SP,QUELUZ,214
PR,TAPIRA,214
BA,TANQUINHO,214
BA,ITAPITANGA,214
GO,MONTIVIDIU,214
PA,ULIANÓPOLIS,214
PE,ARAÇOIABA,214
PR,PALMITAL,214
MG,MARLIÉRIA,214
MG,MADRE DE DEUS DE MINAS,214
CE,ARARENDÁ,214
SP,OURO VERDE,214
MT,ACORIZAL,214
RS,FONTOURA XAVIER,213
BA,CARAÍBAS,213
SE,JAPOATÃ,213
SC,CAMPO BELO DO SUL,213
AC,PLÁCIDO DE CASTRO,213
BA,JUSSIAPE,213
SP,PALMARES PAULISTA,213
MG,CRISTIANO OTONI,213
RS,TUCUNDUVA,213
MS,BODOQUENA,213
PR,FLORAÍ,213
MG,PIRANGUÇU,213
BA,AURELINO LEAL,213
PR,FLORESTA,213
PR,DOUTOR CAMARGO,213
MT,CAMPINÁPOLIS,213
MG,PONTO DOS VOLANTES,213
CE,MADALENA,213
PR,ITAPERUÇU,212
SP,CLEMENTINA,212
MS,JARAGUARI,212
SE,POÇO REDONDO,212
MA,CIDELÂNDIA,212
MG,CRUCILÂNDIA,212
MG,PEQUERI,212
RN,ALMINO AFONSO,212
BA,JUSSARA,212
TO,AUGUSTINÓPOLIS,212
RR,BONFIM,212
MG,NOVO ORIENTE DE MINAS,212
PI,PORTO,212
SP,JACI,212
RO,MIRANTE DA SERRA,212
CE,JATI,212
SP,FERNANDO PRESTES,212
MA,SÃO VICENTE FERRER,212
SP,ÁLVARES FLORENCE,212
SP,TARABAI,212
PR,SERTANEJA,212
PR,CANTAGALO,211
PR,DIAMANTE DO NORTE,211
BA,IBICOARA,211
MG,CARNEIRINHO,211
PR,ITAGUAJÉ,211
MG,SANTA CRUZ DO ESCALVADO,211
MA,SUCUPIRA DO NORTE,211
PE,JATAÚBA,211
PR,ITAIPULÂNDIA,211
AM,CARAUARI,211
RN,SERRA CAIADA,211
TO,GOIATINS,211
MA,CAJARI,211
PB,GURINHÉM,211
SP,LAVÍNIA,211
SC,TURVO,211
MT,PARANAÍTA,211
BA,TABOCAS DO BREJO VELHO,211
BA,IBITIARA,211
RS,MATA,211
MA,JOÃO LISBOA,211
RS,DOM FELICIANO,211
MG,FARIA LEMOS,211
CE,TEJUÇUOCA,210
AM,NHAMUNDÁ,210
MG,SANTA RITA DE MINAS,210
RO,SÃO FRANCISCO DO GUAPORÉ,210
RS,CERRO GRANDE DO SUL,210
MG,CARRANCAS,210
MG,ESTRELA DO INDAIÁ,210
BA,WANDERLEY,210
MG,SÃO SEBASTIÃO DO MARANHÃO,210
TO,FILADÉLFIA,210
SC,SANTA ROSA DO SUL,210
PE,LAGOA DO CARRO,210
GO,EDEALINA,210
MG,AMPARO DO SERRA,210
BA,TEOFILÂNDIA,210
PB,ARAÇAGI,210
SP,SANTA LÚCIA,210
SP,DOBRADA,210
SE,SIRIRI,210
GO,LEOPOLDO DE BULHÕES,210
PR,ABATIÁ,210
PR,CANDÓI,210
MT,PONTAL DO ARAGUAIA,210
PE,CARNAÍBA,210
RN,AFONSO BEZERRA,210
MA,BACABEIRA,210
PR,IPIRANGA,210
MG,DOM JOAQUIM,210
TO,WANDERLÂNDIA,210
MA,NOVA OLINDA DO MARANHÃO,209
MG,SANTA BÁRBARA DO MONTE VERDE,209
MG,SÃO JOSÉ DA BARRA,209
SC,SCHROEDER,209
MG,CAMPO FLORIDO,209
SP,SANTO ANTÔNIO DO ARACANGUÁ,209
RN,MARTINS,209
SP,DUMONT,209
PE,CAPOEIRAS,209
PI,SIMPLÍCIO MENDES,209
SC,ITÁ,209
MG,SANTA BÁRBARA DO LESTE,209
BA,CAEM,209
PR,GENERAL CARNEIRO,209
MG,TAQUARAÇU DE MINAS,209
SP,RESTINGA,209
PE,SÃO BENEDITO DO SUL,209
MA,GOVERNADOR NUNES FREIRE,209
SP,RIFAINA,209
BA,CAATIBA,209
BA,BROTAS DE MACAÚBAS,209
SP,MIRASSOLÂNDIA,208
SC,PONTE SERRADA,208
PR,JUSSARA,208
RS,MORRO REDONDO,208
GO,ALVORADA DO NORTE,208
GO,SÃO DOMINGOS,208
SP,NUPORANGA,208
AM,NOVO AIRÃO,208
MG,BANDEIRA DO SUL,208
BA,PRESIDENTE JÂNIO QUADROS,208
MG,SANTANA DO MANHUAÇU,208
PR,GUARAQUEÇABA,208
SP,REGINÓPOLIS,208
PE,FREI MIGUELINHO,208
SP,GLICÉRIO,208
MG,SÃO SEBASTIÃO DA BELA VISTA,208
RS,SERTÃO,208
MA,PALMEIRÂNDIA,208
SP,COLÔMBIA,208
PR,PEROBAL,208
SC,OURO,208
MG,DESCOBERTO,208
MG,SANTO ANTÔNIO DO JACINTO,208
SE,MOITA BONITA,208
RS,SÃO MARTINHO,207
MA,ARAME,207
GO,SANTA RITA DO ARAGUAIA,207
PB,ITAPOROROCA,207
MG,COLUNA,207
SC,GARUVA,207
MG,SÃO JOSÉ DO GOIABAL,207
PR,FORMOSA DO OESTE,207
BA,CARDEAL DA SILVA,207
PR,SÃO JORGE DO IVAÍ,207
SE,MACAMBIRA,207
RS,SÃO JOÃO DO POLÊSINE,207
SP,MENDONÇA,207
MA,MATÕES,207
MA,URBANO SANTOS,207
MA,CEDRAL,207
PE,POMBOS,207
PR,CATANDUVAS,207
PI,MONTE ALEGRE DO PIAUÍ,207
PA,PORTO DE MOZ,207
PR,IRETAMA,207
GO,NOVA CRIXÁS,207
BA,ANDORINHA,207
AL,GIRAU DO PONCIANO,207
CE,BAIXIO,207
AM,CAREIRO DA VÁRZEA,207
PE,PALMEIRINA,207
PI,GILBUÉS,207
MG,ENTRE FOLHAS,207
CE,MERUOCA,206
MA,ICATU,206
SE,MALHADOR,206
AL,MATRIZ DE CAMARAGIBE,206
SC,ÁGUA DOCE,206
PR,NOVA SANTA ROSA,206
PB,SÃO SEBASTIÃO DE LAGOA DE ROÇA,206
BA,IGAPORÃ,206
GO,MONTES CLAROS DE GOIÁS,206
MG,SANTA JULIANA,206
MG,BELA VISTA DE MINAS,206
PE,JOAQUIM NABUCO,206
PA,ANAJÁS,206
SP,RUBINÉIA,206
MG,SÃO FRANCISCO DE PAULA,206
PE,SAIRÉ,206
PA,TRAIRÃO,206
MS,SONORA,206
PR,SÃO PEDRO DO IVAÍ,206
SP,ALFREDO MARCONDES,206
MG,HELIODORA,206
PA,AFUÁ,206
RN,SÃO RAFAEL,206
GO,CAMPINORTE,206
BA,VÁRZEA DO POÇO,206
GO,AURILÂNDIA,206
PR,BARRACÃO,205
SC,CORONEL FREITAS,205
PB,CACIMBA DE DENTRO,205
BA,MACURURÉ,205
MT,SAPEZAL,205
MG,MESQUITA,205
BA,BONITO,205
AL,QUEBRANGULO,205
RS,CANDIOTA,205
MG,SAPUCAÍ-MIRIM,205
MA,SÍTIO NOVO,205
SP,CAIUÁ,205
MA,SANTO ANTÔNIO DOS LOPES,205
PI,FRONTEIRAS,205
RS,CAMBARÁ DO SUL,205
RS,VALE DO SOL,205
RN,CARNAÚBA DOS DANTAS,205
MG,JACUÍ,205
RS,MARCELINO RAMOS,205
SP,OUROESTE,205
AM,SÃO PAULO DE OLIVENÇA,205
BA,ABAÍRA,205
RN,ALTO DO RODRIGUES,205
BA,RIBEIRA DO AMPARO,205
BA,SANTA BRÍGIDA,205
PA,VITÓRIA DO XINGU,205
PB,MASSARANDUBA,205
PR,MARIÓPOLIS,204
RS,SENTINELA DO SUL,204
AM,ANORI,204
SE,SÃO DOMINGOS,204
MT,NOVA CANAÃ DO NORTE,204
RS,TRÊS CACHOEIRAS,204
PI,BARRO DURO,204
MG,ARAPONGA,204
PB,ALHANDRA,204
PR,FÊNIX,204
MG,ARAÚJOS,204
CE,MULUNGU,204
PR,IGUARAÇU,204
PR,SÃO CARLOS DO IVAÍ,204
SP,GUATAPARÁ,204
MG,SÃO JOSÉ DO JACURI,204
SP,LUIZIÂNIA,204
AL,BARRA DE SANTO ANTÔNIO,204
GO,ARUANÃ,204
BA,MUQUÉM DO SÃO FRANCISCO,204
BA,VEREDA,204
MG,INCONFIDENTES,204
RN,PORTALEGRE,203
MG,RIBEIRÃO VERMELHO,203
AL,BARRA DE SÃO MIGUEL,203
MA,FORTUNA,203
AL,PASSO DE CAMARAGIBE,203
MG,BOM JESUS DO AMPARO,203
PR,RIO AZUL,203
PR,SÃO JOÃO DO TRIUNFO,203
MG,MATUTINA,203
CE,GRAÇA,203
MS,SETE QUEDAS,203
MT,VERA,203
PR,XAMBRÊ,203
PR,MARIA HELENA,203
PR,ITAMBARACÁ,203
PR,RONCADOR,203
MG,CABECEIRA GRANDE,203
MG,GUARDA-MOR,203
MG,PIEDADE DO RIO GRANDE,203
SC,PIRATUBA,203
BA,FÁTIMA,203
PB,PIRPIRITUBA,203
BA,BONINAL,203
RS,MACHADINHO,203
MG,CÓRREGO DANTA,203
PB,SERRA REDONDA,202
GO,SÃO JOÃO D'ALIANÇA,202
PE,MACHADOS,202
MG,LUMINÁRIAS,202
BA,MORPARÁ,202
SP,CÁSSIA DOS COQUEIROS,202
RO,URUPÁ,202
PB,SÃO JOÃO DO CARIRI,202
CE,IBARETAMA,202
TO,BABAÇULÂNDIA,202
MG,FERVEDOURO,202
MT,QUERÊNCIA,202
AL,ÁGUA BRANCA,202
MG,SÃO JOÃO DO ORIENTE,202
BA,ITAPEBI,202
BA,SANTANÓPOLIS,202
CE,FRECHEIRINHA,202
MG,DIVINO DAS LARANJEIRAS,202
PB,CABACEIRAS,202
PA,NOVA TIMBOTEUA,202
SP,APARECIDA D'OESTE,202
PB,PAULISTA,202
AL,COLÔNIA LEOPOLDINA,202
PR,NOVA PRATA DO IGUAÇU,202
MA,SÃO JOÃO DO PARAÍSO,202
BA,RETIROLÂNDIA,202
MG,SENHORA DOS REMÉDIOS,202
BA,IBIRAPITANGA,202
MG,SÃO PEDRO DA UNIÃO,201
PR,GUARACI,201
SP,RIVERSUL,201
CE,ITAPIÚNA,201
PR,PÉROLA D'OESTE,201
TO,DOIS IRMÃOS DO TOCANTINS,201
SC,TANGARÁ,201
RS,ARATIBA,201
MA,LORETO,201
MG,RUBELITA,201
MG,JOAQUIM FELÍCIO,201
SP,LUPÉRCIO,201
CE,IPAPORANGA,201
MG,OURO VERDE DE MINAS,201
MS,LAGUNA CARAPÃ,201
BA,SERROLÂNDIA,201
MG,CAJURI,201
BA,CANDIBA,201
MS,ARAL MOREIRA,201
SP,BRAÚNA,201
PI,CAPITÃO DE CAMPOS,201
GO,FORMOSO,201
AM,SILVES,201
GO,FAZENDA NOVA,201
MG,DATAS,201
MG,ITAIPÉ,201
RO,MONTE NEGRO,201
CE,CHAVAL,201
SP,SALTINHO,201
PR,NOVA LARANJEIRAS,201
SP,COROADOS,201
SC,TREZE TÍLIAS,201
BA,BARRO PRETO,200
SC,CAMPO ERÊ,200
PE,CAETÉS,200
MG,TUMIRITINGA,200
MG,SANTO ANTÔNIO DO AVENTUREIRO,200
CE,URUOCA,200
RS,MAXIMILIANO DE ALMEIDA,200
RS,ERVAL SECO,200
MG,BONFINÓPOLIS DE MINAS,200
PI,SÃO MIGUEL DO TAPUIO,200
SP,AREIÓPOLIS,200
SP,MURUTINGA DO SUL,200
SE,RIACHUELO,200
SP,TAIAÇU,200
PE,SANTA MARIA DO CAMBUCÁ,200
MG,SÃO GONÇALO DO ABAETÉ,200
SC,GUARACIABA,200
SE,RIACHÃO DO DANTAS,200
AL,SÃO LUÍS DO QUITUNDE,200
SP,ARAPEÍ,200
BA,GENTIO DO OURO,200
BA,IPUPIARA,200
BA,ITAGUAÇU DA BAHIA,200
MG,MENDES PIMENTEL,200
MG,ÁGUAS VERMELHAS,200
GO,BRITÂNIA,200
SP,ARAMINA,200
TO,ARAGUACEMA,199
RS,CAPELA DE SANTANA,199
RS,NOVA PALMA,199
PE,JUPI,199
ES,DORES DO RIO PRETO,199
SP,MONTE CASTELO,199
GO,BONFINÓPOLIS,199
PE,JAQUEIRA,199
SC,QUILOMBO,199
MG,QUARTEL GERAL,199
RN,MONTANHAS,199
BA,JUSSARI,199
PR,BITURUNA,199
PI,PALMEIRAIS,199
MT,CLÁUDIA,199
MT,COCALINHO,199
BA,ÁGUA FRIA,199
MG,LAGOA GRANDE,199
MA,ALDEIAS ALTAS,199
PB,DESTERRO,199
PR,NOVA OLÍMPIA,199
BA,LICÍNIO DE ALMEIDA,199
MA,PASTOS BONS,199
MG,IPIAÇU,199
PB,LIVRAMENTO,199
SP,BURITIZAL,198
PR,BOA VISTA DA APARECIDA,198
PR,SANTO INÁCIO,198
MS,ANGÉLICA,198
MG,MATERLÂNDIA,198
SC,ÁGUAS DE CHAPECÓ,198
PE,CASINHAS,198
BA,CALDEIRÃO GRANDE,198
BA,MORTUGABA,198
RS,GAURAMA,198
BA,SÃO MIGUEL DAS MATAS,198
GO,SANTA BÁRBARA DE GOIÁS,198
MA,PRESIDENTE JUSCELINO,198
PR,ITAMBÉ,198
SP,ALTO ALEGRE,198
MG,CHALÉ,198
RR,PACARAIMA,198
MA,SANTO AMARO DO MARANHÃO,198
GO,FAINA,198
RS,SERTÃO SANTANA,198
SC,PALMA SOLA,198
RN,LUÍS GOMES,198
PR,LUPIONÓPOLIS,198
CE,BARROQUINHA,198
BA,ANTÔNIO CARDOSO,198
RS,BARRACÃO,198
PB,MALTA,198
SP,SANTO ANTÔNIO DA ALEGRIA,198
GO,ITARUMÃ,198
MA,GRAÇA ARANHA,198
MG,RITÁPOLIS,198
BA,BURITIRAMA,198
MG,BOTUMIRIM,198
PB,CAAPORÃ,197
SE,ILHA DAS FLORES,197
MG,CACHOEIRA DA PRATA,197
AL,PORTO DE PEDRAS,197
RS,CIRÍACO,197
PR,INÁCIO MARTINS,197
SC,BOM RETIRO,197
MG,ITAVERAVA,197
PA,BAGRE,197
MA,TIMBIRAS,197
CE,JIJOCA DE JERICOACOARA,197
MA,PRESIDENTE SARNEY,197
ES,GOVERNADOR LINDENBERG,197
BA,SANTA CRUZ DA VITÓRIA,197
AC,BUJARI,197
MG,SÃO JOSÉ DA VARGINHA,197
BA,RODELAS,197
BA,NOVO TRIUNFO,197
RS,PAVERAMA,197
BA,ALMADINA,197
SP,MARIÁPOLIS,197
MG,MARAVILHAS,197
AP,CALÇOENE,196
MG,MARILAC,196
MG,SANTANA DO DESERTO,196
PR,SABÁUDIA,196
TO,COLMÉIA,196
SP,CAMPOS NOVOS PAULISTA,196
RN,GROSSOS,196
MT,NOVA BANDEIRANTES,196
CE,PARAMOTI,196
SP,PARDINHO,196
MG,RIO MANSO,196
BA,ELÍSIO MEDRADO,196
SC,LAURENTINO,196
MG,SÃO JOÃO DO PARAÍSO,196
CE,PALHANO,196
BA,PEDRO ALEXANDRE,195
SC,LUIZ ALVES,195
ES,ÁGUA DOCE DO NORTE,195
SP,JABORANDI,195
GO,MOSSÂMEDES,195
MG,SERICITA,195
RS,GUARANI DAS MISSÕES,195
MG,DIVINOLÂNDIA DE MINAS,195
BA,BIRITINGA,195
PA,GURUPÁ,195
PR,NOVA CANTU,195
RN,BREJINHO,195
MA,CAPINZAL DO NORTE,195
RS,VILA NOVA DO SUL,195
BA,MUNIZ FERREIRA,195
BA,NOVA FÁTIMA,195
PR,IVATÉ,195
MG,CORONEL MURTA,195
MS,TACURU,195
PA,ANAPU,195
PR,ATALAIA,195
RS,TAVARES,195
GO,VARJÃO,195
MA,MIRINZAL,195
MA,APICUM-AÇU,195
MG,SÃO FRANCISCO DE SALES,195
SP,PIACATU,194
BA,IBIRAPUÃ,194
MG,AUGUSTO DE LIMA,194
RN,DOUTOR SEVERIANO,194
SP,IARAS,194
CE,MIRAÍMA,194
MG,JESUÂNIA,194
PE,TRACUNHAÉM,194
AL,IGACI,194
CE,CROATÁ,194
RN,VERA CRUZ,194
MG,ABADIA DOS DOURADOS,194
CE,IBICUITINGA,194
SP,ORIENTE,194
SE,PACATUBA,194
MG,CÓRREGO DO BOM JESUS,194
MT,ALTO TAQUARI,194
AL,TAQUARANA,194
AL,MESSIAS,194
SP,RIBEIRA,194
MG,DONA EUSÉBIA,194
SP,IPEÚNA,194
MA,MARACAÇUMÉ,194
RN,POÇO BRANCO,194
AC,MANOEL URBANO,194
SP,PONGAÍ,194
PA,SÃO JOÃO DA PONTA,194
ES,SÃO DOMINGOS DO NORTE,194
SC,PAPANDUVA,194
PB,BOA VISTA,194
RS,SELBACH,194
MG,DESTERRO DE ENTRE RIOS,194
AM,BOA VISTA DO RAMOS,194
SC,ARMAZÉM,194
AL,PORTO REAL DO COLÉGIO,194
BA,PEDRÃO,194
GO,CUMARI,194
MS,ROCHEDO,194
CE,GUARAMIRANGA,194
SP,UBIRAJARA,193
AL,PAULO JACINTO,193
AP,TARTARUGALZINHO,193
MG,SÃO JOÃO DO MANHUAÇU,193
GO,CRISTIANÓPOLIS,193
RN,SERRA NEGRA DO NORTE,193
PE,FERREIROS,193
PA,INHANGAPI,193
RS,ROQUE GONZALES,193
SP,RIBEIRÃO GRANDE,193
MG,SÃO FRANCISCO DO GLÓRIA,193
PE,VERDEJANTE,193
BA,ÉRICO CARDOSO,193
PE,SANTA TEREZINHA,193
SE,GARARU,193
BA,ANGUERA,193
PI,PIMENTEIRAS,193
GO,ARAGUAPAZ,193
RS,IBIAÇÁ,193
MT,BARÃO DE MELGAÇO,193
CE,MARTINÓPOLE,193
PR,JURANDA,193
PB,CRUZ DO ESPÍRITO SANTO,193
BA,SÃO GABRIEL,193
MT,JAURU,193
PA,BONITO,193
PR,TURVO,193
