ESTADO,CIDADE,NUM_JOVEM
SP,SÃO PEDRO DO TURVO,151
SP,GUARANTÃ,151
SP,RESTINGA,151
CE,CATUNDA,151
PA,PRIMAVERA,151
MG,CURRAL DE DENTRO,151
MG,PIRAÚBA,151
SP,PALMEIRA D'OESTE,150
MG,ARCEBURGO,150
GO,SIMOLÂNDIA,150
BA,APUAREMA,150
PR,LUIZIANA,150
MG,CAPARAÓ,150
BA,MAETINGA,150
SC,TREVISO,150
SP,CANITAR,150
MS,GLÓRIA DE DOURADOS,150
MA,SÃO JOÃO BATISTA,150
MG,IBIRACI,150
GO,SANTA TEREZINHA DE GOIÁS,150
CE,GROAÍRAS,150
MT,NOVA LACERDA,150
SP,APARECIDA D'OESTE,150
BA,ITAGIBÁ,150
PB,MARIZÓPOLIS,150
SC,RIO DO OESTE,150
SC,RIO DO CAMPO,150
MG,ARICANDUVA,150
MG,BARRA LONGA,150
PB,SERRA GRANDE,150
RS,PANTANO GRANDE,150
PI,REDENÇÃO DO GURGUÉIA,150
PA,ABEL FIGUEIREDO,150
SP,IPEÚNA,150
RN,RODOLFO FERNANDES,150
SP,ANALÂNDIA,150
BA,ICHU,150
RJ,LAJE DO MURIAÉ,150
GO,TURVELÂNDIA,150
MG,PORTO FIRME,150
SP,CEDRAL,150
SC,APIÚNA,150
PI,MORRO CABEÇA NO TEMPO,150
AC,SANTA ROSA DO PURUS,150
TO,ARAGOMINAS,150
GO,FAZENDA NOVA,150
RS,CONSTANTINA,150
PI,SÃO JULIÃO,150
RS,TABAÍ,150
PI,GILBUÉS,150
SC,MONDAÍ,150
MG,LONTRA,150
RN,BAÍA FORMOSA,150
PR,RIO BRANCO DO IVAÍ,150
MG,ENGENHEIRO NAVARRO,149
MG,JEQUITIBÁ,149
MA,SÃO PEDRO DOS CRENTES,149
PE,CEDRO,149
MG,INCONFIDENTES,149
PI,CAXINGÓ,149
PR,GRANDES RIOS,149
PI,RIO GRANDE DO PIAUÍ,149
PA,MAGALHÃES BARATA,149
PR,ITAMBÉ,149
MA,MATÕES DO NORTE,149
SC,GRAVATAL,149
RS,PINHEIRINHO DO VALE,149
SE,GARARU,149
PR,JUSSARA,149
MG,SANTA MARIA DE ITABIRA,149
PR,CAFEZAL DO SUL,149
PI,MONTE ALEGRE DO PIAUÍ,149
PR,PORECATU,149
SP,DUMONT,149
MA,MILAGRES DO MARANHÃO,149
BA,SAUBARA,149
BA,ITAPITANGA,149
RS,CAPELA DE SANTANA,149
PR,ENÉAS MARQUES,149
PI,SEBASTIÃO LEAL,149
MT,JAURU,149
RS,SINIMBU,149
PR,IGUARAÇU,149
GO,VILA PROPÍCIO,149
BA,BROTAS DE MACAÚBAS,149
MG,NOVORIZONTE,149
TO,PRAIA NORTE,149
PR,MARIA HELENA,149
GO,FAINA,149
MG,JAPONVAR,149
MG,CHAPADA DO NORTE,149
RN,LAJES,149
RN,LAGOA D'ANTA,149
SP,RIFAINA,149
SP,TAIAÇU,149
MT,NOVA UBIRATÃ,149
PI,SÃO FRANCISCO DO PIAUÍ,149
PB,CAJAZEIRINHAS,149
BA,ITAETÉ,149
PA,PEIXE-BOI,149
SP,IACRI,149
RN,PUREZA,149
PR,ADRIANÓPOLIS,149
RS,TAPERA,149
GO,GAMELEIRA DE GOIÁS,149
SP,PIQUETE,149
MS,ALCINÓPOLIS,149
ES,APIACÁ,149
BA,MACAJUBA,149
PE,CAMUTANGA,149
MT,FIGUEIRÓPOLIS D'OESTE,149
RN,FELIPE GUERRA,149
SP,UCHOA,149
PB,SANTA CRUZ,149
PR,GUAPIRAMA,149
BA,ITAGIMIRIM,149
SP,CANAS,148
SE,BREJO GRANDE,148
MA,SÃO FÉLIX DE BALSAS,148
MG,SANTA CRUZ DE MINAS,148
MG,CARMO DA MATA,148
AL,OLHO D'ÁGUA GRANDE,148
GO,MOSSÂMEDES,148
PR,FERNANDES PINHEIRO,148
MG,ALTO CAPARAÓ,148
PR,NOVA SANTA BÁRBARA,148
RN,BREJINHO,148
GO,FIRMINÓPOLIS,148
PB,CABACEIRAS,148
SP,SABINO,148
PR,PAULO FRONTIN,148
PB,CONDADO,148
MG,CRISTIANO OTONI,148
RO,RIO CRESPO,148
PB,BOM SUCESSO,148
PI,MADEIRO,148
PA,FARO,148
MG,MOEDA,148
MG,SENADOR AMARAL,148
AP,CALÇOENE,148
RS,PEDRO OSÓRIO,148
AM,AMATURÁ,148
MG,BANDEIRA DO SUL,148
PR,ITAGUAJÉ,148
PR,FLOR DA SERRA DO SUL,148
MA,OLINDA NOVA DO MARANHÃO,148
MG,IPUIÚNA,148
PI,CAMPO ALEGRE DO FIDALGO,148
SC,PONTE ALTA,148
AM,ANAMÃ,148
MG,MATUTINA,148
MA,ALTO PARNAÍBA,148
MG,TURVOLÂNDIA,148
MG,DATAS,148
SC,PIRATUBA,148
PI,RIBEIRO GONÇALVES,148
MG,SERRA DOS AIMORÉS,148
BA,SÃO DOMINGOS,148
BA,LAMARÃO,148
PR,TAPIRA,148
SP,ADOLFO,148
PR,ITAÚNA DO SUL,148
BA,PAU BRASIL,148
BA,GUAJERU,148
MG,SÃO FRANCISCO DO GLÓRIA,148
MG,NOVA PORTEIRINHA,148
MG,CANA VERDE,148
AL,JARAMATAIA,147
RS,SANTO CRISTO,147
BA,BARRA DO MENDES,147
RN,CORONEL JOÃO PESSOA,147
BA,MILAGRES,147
MG,VERMELHO NOVO,147
GO,IPIRANGA DE GOIÁS,147
PR,PITANGUEIRAS,147
SP,OURO VERDE,147
PI,ACAUÃ,147
SP,QUINTANA,147
PR,PORTO AMAZONAS,147
AM,URUCARÁ,147
SP,GUZOLÂNDIA,147
TO,NATIVIDADE,147
PI,ANGICAL DO PIAUÍ,147
GO,SÃO FRANCISCO DE GOIÁS,147
RN,SÃO TOMÉ,147
MA,SÃO RAIMUNDO DO DOCA BEZERRA,147
SP,NOVAIS,147
MG,CHAPADA GAÚCHA,147
MG,FRANCISCO DUMONT,147
SP,REDENÇÃO DA SERRA,147
SC,PASSOS MAIA,147
RS,SERAFINA CORRÊA,147
SP,BARRA DO CHAPÉU,147
PB,CONGO,147
SP,NHANDEARA,147
RS,RONDA ALTA,147
RJ,RIO DAS FLORES,147
PA,SANTA CRUZ DO ARARI,147
RS,ANTÔNIO PRADO,147
MG,ITUMIRIM,147
SC,PESCARIA BRAVA,147
SP,CATIGUÁ,147
PI,PARNAGUÁ,147
GO,NOVO PLANALTO,147
MA,SÃO VICENTE FERRER,147
MG,INHAÚMA,147
MA,AXIXÁ,147
SC,VITOR MEIRELES,147
PR,SÃO PEDRO DO IGUAÇU,147
BA,PINTADAS,147
SP,PLANALTO,147
TO,ARAGUANÃ,147
AL,SÃO BRÁS,147
MT,ROSÁRIO OESTE,147
BA,CATOLÂNDIA,147
SE,RIACHUELO,147
SP,GAVIÃO PEIXOTO,147
TO,BARROLÂNDIA,147
AL,BELÉM,147
MG,GALILÉIA,147
MG,SÃO GERALDO DO BAIXIO,147
SP,RIVERSUL,147
PI,WALL FERRAZ,147
AL,FLEXEIRAS,147
MG,SÃO GERALDO,147
PR,ALVORADA DO SUL,147
PE,TERRA NOVA,147
MG,ILICÍNEA,147
RN,FLORÂNIA,147
MG,DIVINÉSIA,147
GO,ALTO PARAÍSO DE GOIÁS,147
TO,PARANÃ,147
SP,GUATAPARÁ,147
CE,MERUOCA,147
SP,SANTO ANTÔNIO DO JARDIM,147
PR,DIAMANTE D'OESTE,147
MG,PRUDENTE DE MORAIS,147
PI,FRANCISCO SANTOS,147
MG,JURAMENTO,147
SP,ARANDU,146
SE,CEDRO DE SÃO JOÃO,146
GO,CACHOEIRA DOURADA,146
PR,LINDOESTE,146
GO,ADELÂNDIA,146
MG,PEDRA DO ANTA,146
MG,ITACAMBIRA,146
MG,VIRGEM DA LAPA,146
BA,CARDEAL DA SILVA,146
MG,CAMPO DO MEIO,146
AP,AMAPÁ,146
RN,CORONEL EZEQUIEL,146
MA,PALMEIRÂNDIA,146
SP,RINCÃO,146
BA,ITAGI,146
SC,SANTA ROSA DO SUL,146
RN,JARDIM DE PIRANHAS,146
RS,MACHADINHO,146
PR,ANTONIO OLINTO,146
GO,DAMIANÓPOLIS,146
MT,NOVA NAZARÉ,146
MG,RIO ESPERA,146
TO,DARCINÓPOLIS,146
RJ,SÃO JOSÉ DE UBÁ,146
RO,CACAULÂNDIA,146
RS,TRÊS CACHOEIRAS,146
PB,BARAÚNA,146
PI,COLÔNIA DO GURGUÉIA,146
MG,SÃO SEBASTIÃO DA BELA VISTA,146
SP,SANTA ALBERTINA,146
SP,NIPOÃ,146
MG,SÃO FÉLIX DE MINAS,146
MG,FREI GASPAR,146
PB,CURRAL DE CIMA,146
RS,PINHEIRO MACHADO,146
TO,BERNARDO SAYÃO,146
RS,CACEQUI,146
RS,FELIZ,146
SP,BORACÉIA,146
ES,JOÃO NEIVA,146
BA,IGRAPIÚNA,146
PB,SANTA HELENA,146
RN,SEVERIANO MELO,146
MA,PERI MIRIM,146
PA,SANTARÉM NOVO,146
SP,ITIRAPUÃ,146
RN,SÃO VICENTE,146
BA,MORPARÁ,146
PR,LARANJAL,146
SP,TACIBA,146
GO,CASTELÂNDIA,146
SC,TANGARÁ,146
MA,GODOFREDO VIANA,146
SC,TIMBÉ DO SUL,146
RR,SÃO JOÃO DA BALIZA,146
GO,FORMOSO,146
PI,JATOBÁ DO PIAUÍ,146
PI,FRANCISCO MACEDO,146
SP,CAMPINA DO MONTE ALEGRE,146
SE,PIRAMBU,146
MG,CRUZÍLIA,146
MG,FUNILÂNDIA,146
PR,SÃO JORGE DO PATROCÍNIO,146
MG,CÓRREGO NOVO,146
SC,CORONEL FREITAS,146
SC,ÁGUAS DE CHAPECÓ,146
RS,VALE DO SOL,146
MG,ITUETA,146
MT,SÃO JOSÉ DO XINGU,145
GO,PILAR DE GOIÁS,145
PE,ITACURUBA,145
MG,OLHOS D'ÁGUA,145
GO,ÁGUA FRIA DE GOIÁS,145
RN,JUNDIÁ,145
MG,ITAOBIM,145
RN,SERRA DE SÃO BENTO,145
RS,AMARAL FERRADOR,145
MG,NACIP RAYDAN,145
BA,SANTA INÊS,145
MG,RIACHO DOS MACHADOS,145
RS,CHUVISCA,145
SC,WITMARSUM,145
SE,GRACCHO CARDOSO,145
PI,JOCA MARQUES,145
PB,LAGOA,145
GO,EDEALINA,145
SE,ROSÁRIO DO CATETE,145
RS,JAGUARI,145
SP,MARAPOAMA,145
BA,MUNIZ FERREIRA,145
GO,GUARANI DE GOIÁS,145
GO,RIO QUENTE,145
RN,PARAZINHO,145
RN,BOM JESUS,145
TO,BARRA DO OURO,145
RN,GROSSOS,145
SC,SÃO CRISTÓVÃO DO SUL,145
MG,MESQUITA,145
SP,LAGOINHA,145
PI,ILHA GRANDE,145
AL,CHÃ PRETA,145
MT,CASTANHEIRA,145
MG,CANTAGALO,145
SP,JAMBEIRO,145
RS,BARÃO DE COTEGIPE,145
RS,SEGREDO,145
GO,RIANÁPOLIS,145
PI,VILA NOVA DO PIAUÍ,145
AM,SÃO SEBASTIÃO DO UATUMÃ,145
AL,PORTO DE PEDRAS,145
SP,BURITIZAL,145
PI,SÃO JOSÉ DO PIAUÍ,145
PR,QUINTA DO SOL,145
RO,SÃO FELIPE D'OESTE,145
MG,CÔNEGO MARINHO,145
MG,CABO VERDE,145
PI,NOSSA SENHORA DE NAZARÉ,145
MT,DOM AQUINO,145
RS,MANOEL VIANA,145
MG,CATAS ALTAS DA NORUEGA,145
SP,GUARAÇAÍ,145
GO,BURITI DE GOIÁS,145
MG,LASSANCE,145
SC,JACINTO MACHADO,145
MG,CAPITÓLIO,145
SP,CAMPOS NOVOS PAULISTA,145
SP,MIRASSOLÂNDIA,144
MG,MONSENHOR PAULO,144
MG,MAMONAS,144
SC,NOVA TRENTO,144
MG,PIEDADE DE PONTE NOVA,144
RS,PARAÍSO DO SUL,144
MG,ASTOLFO DUTRA,144
PI,BERTOLÍNIA,144
PB,DAMIÃO,144
PB,CACIMBA DE AREIA,144
PR,CRUZEIRO DO SUL,144
PI,SANTA LUZ,144
SE,TOMAR DO GERU,144
MG,SANTA RITA DO ITUETO,144
RS,PALMARES DO SUL,144
PB,BERNARDINO BATISTA,144
RS,SERTÃO SANTANA,144
BA,MARCIONÍLIO SOUZA,144
MG,LAMIM,144
PR,ALTO PARAÍSO,144
MG,MOEMA,144
PR,CRUZEIRO DO IGUAÇU,144
MG,PAI PEDRO,144
PB,MATURÉIA,144
SP,ITAPURA,144
MG,GOUVEIA,144
SP,PEDRA BELA,144
SC,PETROLÂNDIA,144
MT,NOVA SANTA HELENA,144
TO,SANDOLÂNDIA,144
SP,PARANAPUÃ,144
SC,ERVAL VELHO,144
TO,SANTA TEREZA DO TOCANTINS,144
BA,SANTANÓPOLIS,144
PI,BONFIM DO PIAUÍ,144
MG,MATA VERDE,144
PI,SÃO GONÇALO DO PIAUÍ,144
MG,MATERLÂNDIA,144
SP,ÁGUAS DE SANTA BÁRBARA,144
MG,CATUJI,144
TO,PALMEIRÓPOLIS,144
PR,SÃO TOMÉ,144
PR,NOVA OLÍMPIA,144
PI,SÃO LOURENÇO DO PIAUÍ,144
MA,MIRINZAL,144
ES,ATÍLIO VIVÁCQUA,144
GO,MIMOSO DE GOIÁS,144
MG,SENHORA DE OLIVEIRA,144
BA,MULUNGU DO MORRO,144
RS,SÃO VALÉRIO DO SUL,144
RN,JARDIM DO SERIDÓ,144
PB,MATO GROSSO,144
MG,JACINTO,144
SC,GUARUJÁ DO SUL,144
TO,FILADÉLFIA,144
SP,UBIRAJARA,144
GO,DAVINÓPOLIS,144
SP,SANTA LÚCIA,144
BA,DÁRIO MEIRA,144
RS,CERRO GRANDE DO SUL,144
SC,IPUMIRIM,144
MG,DORES DO TURVO,144
RN,AFONSO BEZERRA,143
TO,COMBINADO,143
MG,ALVORADA DE MINAS,143
MG,SANTO ANTÔNIO DO JACINTO,143
RN,CARNAÚBA DOS DANTAS,143
RS,SÃO MIGUEL DAS MISSÕES,143
GO,INACIOLÂNDIA,143
RS,AMETISTA DO SUL,143
PR,MARQUINHO,143
MS,BANDEIRANTES,143
PI,PALMEIRAIS,143
TO,ARAGUACEMA,143
PI,NOSSA SENHORA DOS REMÉDIOS,143
PB,AREIAL,143
GO,TURVÂNIA,143
GO,CORUMBÁ DE GOIÁS,143
PB,PRATA,143
PA,SÃO JOÃO DA PONTA,143
RN,PARANÁ,143
MG,GONZAGA,143
SC,SANTA TEREZINHA,143
MG,DIOGO DE VASCONCELOS,143
MG,UBAÍ,143
PB,SÃO MAMEDE,143
PR,SERRANÓPOLIS DO IGUAÇU,143
PR,AMAPORÃ,143
PR,JANIÓPOLIS,143
PB,CURRAL VELHO,143
PR,CORUMBATAÍ DO SUL,143
MG,SANTA ROSA DA SERRA,143
PI,BARRA D'ALCÂNTARA,143
MG,SANTA RITA DE CALDAS,143
BA,ALMADINA,143
MG,INDIANÓPOLIS,143
BA,BREJÕES,143
MT,CARLINDA,143
RS,FONTOURA XAVIER,143
PI,BOM PRINCÍPIO DO PIAUÍ,143
RS,VICENTE DUTRA,143
TO,AGUIARNÓPOLIS,143
MT,COCALINHO,143
SC,ANCHIETA,143
SP,TEJUPÁ,143
PR,RAMILÂNDIA,143
PI,PAES LANDIM,143
SP,GÁLIA,143
PI,FLORES DO PIAUÍ,143
MG,SÃO JOSÉ DA SAFIRA,143
RN,SÃO RAFAEL,143
PB,OLIVEDOS,142
SP,VERA CRUZ,142
MG,LAGOA GRANDE,142
PI,SANTA ROSA DO PIAUÍ,142
SC,SÃO DOMINGOS,142
RS,MIRAGUAÍ,142
SP,SALES,142
SP,PARAPUÃ,142
RS,PORTO XAVIER,142
BA,VARZEDO,142
PI,CORONEL JOSÉ DIAS,142
GO,CATURAÍ,142
ES,MUCURICI,142
PR,GUARACI,142
PI,MANOEL EMÍDIO,142
MG,JAMPRUCA,142
GO,ITAGUARU,142
BA,SANTA TEREZINHA,142
SP,PIACATU,142
PI,SÃO JOÃO DA SERRA,142
TO,TABOCÃO,142
SC,ARMAZÉM,142
GO,MONTE ALEGRE DE GOIÁS,142
MG,MARIA DA FÉ,142
PR,MARUMBI,142
MT,LAMBARI D'OESTE,142
PR,MATO RICO,142
MG,URUCUIA,142
PI,CABECEIRAS DO PIAUÍ,142
RS,ALPESTRE,142
SC,ZORTÉA,142
AL,CAMPESTRE,142
MG,CARBONITA,142
SP,JABORANDI,142
BA,FLORESTA AZUL,142
RS,GENERAL CÂMARA,142
SC,PAULO LOPES,142
MG,PALMÓPOLIS,142
TO,MURICILÂNDIA,142
MG,PRESIDENTE BERNARDES,142
RS,AUGUSTO PESTANA,142
RO,CASTANHEIRAS,142
TO,PALMEIRANTE,142
AP,CUTIAS,142
RN,OLHO D'ÁGUA DO BORGES,142
GO,ITAGUARI,142
RN,PORTALEGRE,142
PA,QUATIPURU,142
PR,NOVA AMÉRICA DA COLINA,142
MG,TAPIRA,142
MA,PRIMEIRA CRUZ,142
PR,JAPIRA,142
RS,ERVAL SECO,142
BA,ITAJU DO COLÔNIA,142
SP,MACAUBAL,142
MG,GOIABEIRA,142
RN,SERRA NEGRA DO NORTE,141
PB,ASSUNÇÃO,141
PI,SÃO FRANCISCO DE ASSIS DO PIAUÍ,141
MG,DONA EUSÉBIA,141
PB,LOGRADOURO,141
PR,SERTANEJA,141
PI,SOCORRO DO PIAUÍ,141
PR,PATO BRAGADO,141
MT,TERRA NOVA DO NORTE,141
RS,CERRO LARGO,141
PR,RENASCENÇA,141
PB,SÃO JOSÉ DE PRINCESA,141
TO,NAZARÉ,141
BA,CONTENDAS DO SINCORÁ,141
PB,VIEIRÓPOLIS,141
PI,LAGOINHA DO PIAUÍ,141
SP,GLICÉRIO,141
PR,HONÓRIO SERPA,141
PR,ITAMBARACÁ,141
SP,TUIUTI,141
SP,ITAPIRAPUÃ PAULISTA,141
PI,LAGOA DO PIAUÍ,141
SE,MURIBECA,141
SP,LUIZIÂNIA,141
MG,CLARO DOS POÇÕES,141
RS,GLORINHA,141
PI,PASSAGEM FRANCA DO PIAUÍ,141
PR,SÃO JORGE DO IVAÍ,141
RN,ITAJÁ,141
PR,SÃO JOSÉ DAS PALMEIRAS,141
RS,SANTANA DA BOA VISTA,141
SC,MAJOR VIEIRA,141
SP,IRAPURU,141
TO,APARECIDA DO RIO NEGRO,141
RS,FAZENDA VILANOVA,141
PR,TAMBOARA,141
AL,PAULO JACINTO,141
SC,VARGEM BONITA,141
SP,AREALVA,141
RN,TENENTE LAURENTINO CRUZ,141
MG,BELA VISTA DE MINAS,141
PI,PATOS DO PIAUÍ,141
MG,BUGRE,141
AL,COQUEIRO SECO,141
AL,SANTA LUZIA DO NORTE,141
SC,PRINCESA,141
PI,SÃO JOÃO DA FRONTEIRA,141
SP,SALTINHO,141
MG,RESENDE COSTA,141
MS,VICENTINA,141
SP,OCAUÇU,141
PR,PORTO BARREIRO,141
SC,CAXAMBU DO SUL,141
MG,BANDEIRA,141
PB,SALGADINHO,141
RS,CAIÇARA,141
MG,ACAIACA,141
MG,SANTO ANTÔNIO DO RETIRO,141
PE,PALMEIRINA,141
MG,CRISTAIS,141
RS,PASSA SETE,140
SC,IPORÃ DO OESTE,140
MG,ITAÚ DE MINAS,140
RS,PALMITINHO,140
RS,MINAS DO LEÃO,140
TO,BABAÇULÂNDIA,140
SP,ESPÍRITO SANTO DO TURVO,140
PR,MANFRINÓPOLIS,140
RS,ENTRE-IJUÍS,140
SP,LUPÉRCIO,140
SP,ARAMINA,140
MG,CRISTÁLIA,140
MG,ALBERTINA,140
GO,SANTA RITA DO ARAGUAIA,140
RN,MONTE DAS GAMELEIRAS,140
SP,JOÃO RAMALHO,140
SC,NOVA ITABERABA,140
SC,AGROLÂNDIA,140
MG,ESTIVA,140
MG,ESTRELA DO SUL,140
PI,CAMPO LARGO DO PIAUÍ,140
GO,CÓRREGO DO OURO,140
GO,PARANAIGUARA,140
PB,BOM JESUS,140
SP,SANDOVALINA,140
MG,GUARDA-MOR,140
MA,SUCUPIRA DO RIACHÃO,140
PI,ALVORADA DO GURGUÉIA,140
PI,NOVO ORIENTE DO PIAUÍ,140
CE,ITAIÇABA,140
MG,CRUZEIRO DA FORTALEZA,140
TO,ITAPIRATINS,140
SP,REGINÓPOLIS,140
MG,BERIZAL,140
MG,SÃO JOSÉ DO DIVINO,140
GO,AMORINÓPOLIS,140
PI,AROAZES,140
RS,RODEIO BONITO,140
SE,ARAUÁ,140
MA,TUFILÂNDIA,140
MG,GUAPÉ,140
RS,CHAPADA,140
MS,FIGUEIRÃO,140
PB,RIACHÃO,140
PB,PILÕEZINHOS,140
MA,NOVA COLINAS,140
MG,FELISBURGO,140
GO,VILA BOA,140
RS,PASSO DO SOBRADO,139
SP,SANTA ERNESTINA,139
GO,CRISTIANÓPOLIS,139
PI,LAGOA DO SÍTIO,139
PB,SÃO BENTINHO,139
MT,NOVO SÃO JOAQUIM,139
PR,FLORAÍ,139
SC,TROMBUDO CENTRAL,139
ES,GOVERNADOR LINDENBERG,139
SP,ITAJU,139
GO,CROMÍNIA,139
PI,SÃO JOÃO DA VARJOTA,139
PB,VISTA SERRANA,139
MG,VARGEM GRANDE DO RIO PARDO,139
RS,JÓIA,139
MG,BONFINÓPOLIS DE MINAS,139
MG,DORES DE GUANHÃES,139
PR,PRANCHITA,139
MG,CARVALHOS,139
RN,MAJOR SALES,139
MG,CABECEIRA GRANDE,139
SP,JÚLIO MESQUITA,139
PB,SÃO FRANCISCO,139
TO,CARIRI DO TOCANTINS,139
PR,RANCHO ALEGRE,139
PI,COCAL DOS ALVES,139
SC,DESCANSO,139
MA,NOVA IORQUE,139
SP,BRAÚNA,139
PR,JUNDIAÍ DO SUL,139
PI,CARIDADE DO PIAUÍ,139
MG,CACHOEIRA DE PAJEÚ,139
PR,ARAPUÃ,139
SC,CAMPO BELO DO SUL,139
SC,ARABUTÃ,139
BA,LENÇÓIS,139
PB,POÇO DE JOSÉ DE MOURA,139
SE,SIRIRI,139
MG,ESPÍRITO SANTO DO DOURADO,139
PI,HUGO NAPOLEÃO,139
SE,PINHÃO,139
MG,BUENÓPOLIS,139
MG,LUMINÁRIAS,139
MG,FERNANDES TOURINHO,139
MG,CRISTINA,139
MG,SENHORA DOS REMÉDIOS,138
SC,BOTUVERÁ,138
BA,GAVIÃO,138
MG,DESTERRO DE ENTRE RIOS,138
PI,MURICI DOS PORTELAS,138
PI,AROEIRAS DO ITAIM,138
PI,PAU D'ARCO DO PIAUÍ,138
PR,QUARTO CENTENÁRIO,138
GO,SANTO ANTÔNIO DA BARRA,138
RN,CRUZETA,138
RN,PARAÚ,138
SC,SÃO JOÃO DO SUL,138
SC,PEDRAS GRANDES,138
PI,NOVO SANTO ANTÔNIO,138
MG,SERRA AZUL DE MINAS,138
BA,LAJEDÃO,138
BA,TEODORO SAMPAIO,138
MG,GUARARÁ,138
PI,CURRAIS,138
RN,VÁRZEA,138
MG,SOLEDADE DE MINAS,138
GO,SANTA CRUZ DE GOIÁS,138
RS,SENTINELA DO SUL,138
BA,TANQUINHO,138
MG,COMENDADOR GOMES,138
MA,CACHOEIRA GRANDE,138
MT,ALTO PARAGUAI,138
PI,LAGOA DE SÃO FRANCISCO,138
MG,BOTUMIRIM,138
TO,TALISMÃ,138
RN,MARTINS,138
BA,JUSSARI,138
GO,CAMPESTRE DE GOIÁS,138
PE,INGAZEIRA,138
MG,SÃO GONÇALO DO ABAETÉ,138
RN,PORTO DO MANGUE,138
RS,HERVAL,138
MG,MUNHOZ,138
RN,LAJES PINTADAS,138
PI,MORRO DO CHAPÉU DO PIAUÍ,138
RJ,AREAL,138
MG,COIMBRA,138
PI,LAGOA DO BARRO DO PIAUÍ,138
RN,MESSIAS TARGINO,138
PR,VIRMOND,138
MG,SILVEIRÂNIA,138
GO,DOVERLÂNDIA,138
SC,ANTÔNIO CARLOS,138
MG,PIMENTA,138
PI,BURITI DOS MONTES,138
MG,NAQUE,138
RS,CATUÍPE,138
SC,ENTRE RIOS,138
SP,SARUTAIÁ,138
BA,FIRMINO ALVES,138
PB,SÃO DOMINGOS,138
RS,SANTA BÁRBARA DO SUL,137
MT,SÃO PEDRO DA CIPA,137
PB,DUAS ESTRADAS,137
PI,BETÂNIA DO PIAUÍ,137
RS,CASEIROS,137
GO,MORRO AGUDO DE GOIÁS,137
GO,AVELINÓPOLIS,137
SP,QUEIROZ,137
MG,ALFREDO VASCONCELOS,137
MG,CORONEL MURTA,137
MG,GUARANI,137
MG,JORDÂNIA,137
MT,CONQUISTA D'OESTE,137
SP,FERNANDO PRESTES,137
PR,DIAMANTE DO SUL,137
MG,SANTANA DA VARGEM,137
RS,SERTÃO,137
PB,SÃO JOÃO DO CARIRI,137
SP,JERIQUARA,137
MG,ANTÔNIO CARLOS,137
PI,BELÉM DO PIAUÍ,137
PI,MARCOS PARENTE,137
RN,TABOLEIRO GRANDE,137
GO,SANTA RITA DO NOVO DESTINO,137
MG,PAINEIRAS,137
SC,SALETE,137
SC,RIQUEZA,137
PR,OURO VERDE DO OESTE,137
MG,BRÁS PIRES,137
MG,JOANÉSIA,137
MG,BONFIM,137
PR,ENTRE RIOS DO OESTE,137
PI,QUEIMADA NOVA,137
GO,MATRINCHÃ,137
TO,FIGUEIRÓPOLIS,137
PR,SANTA AMÉLIA,137
MG,ORATÓRIOS,137
PI,CURRALINHOS,137
SP,ONDA VERDE,137
MG,SANTO ANTÔNIO DO AVENTUREIRO,137
TO,RIACHINHO,137
MG,PINTÓPOLIS,137
PB,SERRARIA,137
RS,CONDOR,137
PI,CARAÚBAS DO PIAUÍ,137
SP,NUPORANGA,137
SC,BOM JESUS,137
RS,CARAÁ,137
GO,APORÉ,137
PR,PAULA FREITAS,137
GO,ARAÇU,137
PR,PLANALTINA DO PARANÁ,137
MG,SÃO JOSÉ DA BARRA,137
GO,BURITINÓPOLIS,137
SP,COROADOS,137
SC,JABORÁ,136
MG,VIRGÍNIA,136
GO,SÃO MIGUEL DO PASSA QUATRO,136
PB,SERTÃOZINHO,136
TO,DIVINÓPOLIS DO TOCANTINS,136
PI,SÃO JOSÉ DO PEIXE,136
MG,SANTA EFIGÊNIA DE MINAS,136
PI,PRATA DO PIAUÍ,136
SP,IPIGUÁ,136
PI,CAJUEIRO DA PRAIA,136
SE,PEDRINHAS,136
PR,LIDIANÓPOLIS,136
MG,POCRANE,136
BA,NOVA IBIÁ,136
SC,ÁGUA DOCE,136
TO,NOVO ACORDO,136
PI,CURRAL NOVO DO PIAUÍ,136
PI,NOVA SANTA RITA,136
PR,BRASILÂNDIA DO SUL,136
PI,JACOBINA DO PIAUÍ,136
PR,JAPURÁ,136
TO,PRESIDENTE KENNEDY,136
PI,VÁRZEA BRANCA,136
TO,MARIANÓPOLIS DO TOCANTINS,136
SP,MOTUCA,136
MA,CAJAPIÓ,136
MG,LAGOA DOURADA,136
RS,PAVERAMA,136
MG,LIBERDADE,136
MA,JUNCO DO MARANHÃO,136
MG,VOLTA GRANDE,136
SP,MERIDIANO,136
MT,ACORIZAL,136
PR,MUNHOZ DE MELO,136
MG,SÃO ROMÃO,136
MG,RUBIM,136
SP,ÁGUAS DA PRATA,136
RS,MAQUINÉ,136
BA,BANZAÊ,136
MG,ROSÁRIO DA LIMEIRA,136
PB,CAIÇARA,136
TO,DUERÉ,136
SE,ILHA DAS FLORES,136
RS,TRINDADE DO SUL,136
PI,CAJAZEIRAS DO PIAUÍ,136
MG,TAQUARAÇU DE MINAS,136
GO,GUARAÍTA,136
RN,SÃO BENTO DO TRAIRÍ,136
GO,URUTAÍ,136
RN,SÃO PEDRO,136
SC,BRUNÓPOLIS,135
MG,PRATÁPOLIS,135
MG,FRANCISCÓPOLIS,135
